,date,tweet,prediction,score
296703,2020-05-12 10:42:28+00:00,@Iberia Your customer service advisors will say anything to get you off the phone! Appauling! #Disgrace #Iberia,customer service,0.0
82717,2020-08-12 10:12:13+00:00,"@lufthansa that’s not an answer to my question at all, but thanks. i’ll just call customer service again",customer service,0.0
93397,2020-10-04 03:19:59+00:00,Did customer service care? Not even. They still haven’t responded to me @lufthansa,customer service,0.0
288229,2020-10-21 11:37:32+00:00,@Ryanair Check you're customer service https://t.co/vpcMuSfiLe,customer service,0.0
307117,2020-03-16 09:16:06+00:00,@oli_fairenough Please call our Customer Service for information about your booking.,customer service,0.0
276218,2020-09-25 14:16:40+00:00,"@Ryanair 😂😂😂😂😂 you cannot give them away, S. H. 1. T  customer service https://t.co/LpURSwE4Jg",customer service,0.0
375608,2020-02-26 19:02:49+00:00,"@KLM @KLM still no action. Let me know if you have a customer service department, that serves customers. #CoronavirusFrance",customer service,0.0
558181,2020-04-04 07:48:00+00:00,@marcemars @scammin_hopper @hopper @Fly_Norwegian @hopper ^ take note on how customer service should be handled.,customer service,0.0
307361,2020-03-15 16:50:00+00:00,"@darci_siegel Hi!
Please call Customer Service to get help with your booking! 
//Kevin.",customer service,0.574
307516,2020-03-15 08:57:29+00:00,"@LouiseSaj2 Hi!
Please call Customer Service to get further help with your booking.
//Kevin.",customer service,0.574
307381,2020-03-15 15:52:22+00:00,"@RenrenZhang1 Hi!
Please call Customer Service for help with your booking.
//Kevin.",customer service,0.574
307540,2020-03-15 08:39:58+00:00,"@tbbucs2019 Hi!
Please call Customer Service to get further help with this.
//Kevin.",customer service,0.574
307409,2020-03-15 14:01:40+00:00,"@fionafinchett Hi!
Please call Customer Service to get help with this,
//Kevin.",customer service,0.574
307545,2020-03-15 08:31:14+00:00,"@meafly Hi!
Please call Customer Service to get further help with your booking.
//Kevin.",customer service,0.574
437347,2020-09-01 18:07:48+00:00,@KLM customer service number in Italy?,customer service,0.39399999999999996
558615,2020-05-30 12:43:58+00:00,@Fly_Norwegian is there a customer service number to call?,customer service,0.39399999999999996
310209,2020-04-13 17:40:02+00:00,"@SAS hello, is there a customer service number I can call from the UK?",customer service,0.39399999999999996
316996,2020-07-01 11:16:40+00:00,@Roisin1996 I'm not able to do it from here. You need to call customer service again I'm afraid. ///Petra,customer service,0.0
315539,2020-07-23 16:13:45+00:00,@RachelHarrisonL Call our Customer Service and they will assist you. https://t.co/b3QIqPk7bj,customer service,0.0
315640,2020-07-22 16:14:38+00:00,@MrRohrer Please call our Customer Service and they will assist you: https://t.co/b3QIqPk7bj,customer service,0.0
318142,2020-08-05 10:32:38+00:00,@LaLaverty1 Please call our Customer Service and they will assist you. https://t.co/b3QIqPk7bj,customer service,0.0
305979,2020-03-26 11:24:10+00:00,@MorreyMary Call our Customer Service on 0207 660 6876 and they will assist you.,customer service,0.0
317571,2020-08-17 15:27:42+00:00,@Anne_Kreft Please call our Customer Service and they will assist you. https://t.co/b3QIqPk7bj,customer service,0.0
59923,2020-06-17 05:11:54+00:00,"@lufthansa your customer service is worst. They do not response anything 😡.
As well as never ever respond the mail.",customer service,0.0
143130,2020-05-22 19:07:55+00:00,@British_Airways not a good example of customer service,customer service,0.49200000000000005
58996,2020-06-19 15:29:57+00:00,@lufthansa That’s your customer service by the way right there. https://t.co/gI0Be6Vns8,customer service,0.0
301906,2020-02-17 07:20:34+00:00,"@crybabymetria Hi, We don´t use DM. If you have questions about your reservation, call our customer service so they can help.",customer service,0.0
75032,2020-07-02 14:05:07+00:00,@lufthansa So how do i get in touch with someone from your customer service department?,customer service,0.0
504114,2020-07-29 18:24:46+00:00,@easyJet how can I get in touch with your customer service team?,customer service,0.0
119302,2020-03-28 09:35:04+00:00,@VirginAtlantic customer service. I have no words. @British_Airways customer service. THANKYOU.,customer service,0.0
184013,2020-09-16 14:45:08+00:00,@British_Airways customer services couldn't be less helpful if they tried!,customer service,0.583
83684,2020-08-07 14:06:06+00:00,"@paultyl @lufthansa Yeah but their customer service doesn't help either, so where does one have to complain? :/",customer service,0.71
336024,2020-09-24 16:36:24+00:00,@vueling hello anyone out there in customer service,customer service,0.0
348181,2020-03-13 17:07:53+00:00,@airfrance Well... still not able to reach out to your customer service !,customer service,0.268
428084,2020-08-18 15:15:47+00:00,Wow @KLM you have some major customer service issues!,customer service,0.5589999999999999
474642,2020-04-27 16:03:00+00:00,@easyJet any thoughts on this? Still cannot get through to your customer service department.,customer service,0.0
551043,2020-03-13 01:08:34+00:00,@Fly_Norwegian Hey why does your US Customer service line not working? How can I get a refund?,customer service,0.0
557360,2020-04-08 05:37:46+00:00,@Fly_Norwegian I haven’t been able to get a hold of anyone from customer services,customer service,0.0
439025,2020-10-19 13:15:12+00:00,@KLM Hello! How do I call your customer service line from abroad?,customer service,0.0
229294,2020-04-27 10:03:16+00:00,@Ryanair And now your customer service line doesn't ring? #ryanairrefund,customer service,0.0
233469,2020-05-30 19:16:02+00:00,"@steo24 @VioletS03846008 @Ryanair @UK_CAA only  one i saw  was  customer service  director as 

https://t.co/V3awsbnTsC

https://t.co/C1hFz3tsLG",customer service,0.0
195578,2020-01-25 19:47:13+00:00,"@Ryanair your service at #milanbergamo was like a zoo, it’s no way to treat your customers",customer service,0.634
74738,2020-07-02 23:39:58+00:00,@AmericanExpress @AskAmex @lufthansa please take note this is what customer service looks like.,customer service,0.0
76866,2020-02-18 20:25:07+00:00,This is @lufthansa customer service for weeks now. https://t.co/jLNCNUbvbE,customer service,0.0
240092,2020-05-25 09:39:04+00:00,@cathryanhoward @Ryanair @AerLingus I think all the customer service teams are swamped!,customer service,0.0
267124,2020-08-26 12:20:40+00:00,@ChrisKe66723716 @Ryanair another round of customer service 'discussion' led to the same 'piss off' replies.,customer service,0.0
324870,2020-03-18 10:19:40+00:00,"@Beth08786255 Hello, Beth. You can send a message to our customer service via web: https://t.co/oZx40cnIT5 Regards",customer service,0.0
323183,2020-02-07 12:30:10+00:00,@vueling Your Customer care team is a disgrace!,customer service,0.615
534280,2020-10-22 09:15:01+00:00,@easyJet #noresponse customer services not replying to me again!,customer service,0.0
500870,2020-06-23 09:38:07+00:00,"@easyJet will you please reply to me, your customer service is shocking.",customer service,0.0
228195,2020-04-27 16:17:00+00:00,Amazing customer service @Ryanair,customer service,0.655
301363,2020-02-24 11:21:42+00:00,@mtjwatts You can call + 44 871 226 7760 or +44 207 660 6876 if you want to speak to our Customer Service in the UK.,customer service,0.302
478407,2020-04-23 22:18:40+00:00,"@easyJet @readashley @TUIUK this is how customer service should be done, take notes ^

#tuirefund",customer service,0.0
315724,2020-07-21 15:31:21+00:00,@SAS Shouldn't you be taking care of current customers first?,customer service,0.516
502415,2020-07-30 16:17:53+00:00,@easyJet Please can somebody from your customer services get in touch with me.,customer service,0.0
390625,2020-03-14 14:13:56+00:00,@KLM @KLM @KLM_US Any response yet??? This is how you treat your customers,customer service,0.574
67747,2020-07-23 13:52:38+00:00,@lufthansa The customer care services are not responding on this number.,customer service,0.516
273089,2020-08-20 13:39:41+00:00,@Ryanair what is the best customer service number?,customer service,0.5920000000000001
117862,2020-03-29 02:53:53+00:00,@British_Airways all of your customer service people need training.,customer service,0.0
391446,2020-03-13 15:24:01+00:00,@KLM I can’t get through to customer service via phone or email.,customer service,0.0
315699,2020-07-21 18:37:50+00:00,@Asvp_23 You should not give any details in public here on Twitter. Please call our Customer Service instead: https://t.co/b3QIqPk7bj,customer service,0.0
351082,2020-04-28 16:37:59+00:00,Please respond @airfrance @AirFranceUS @olympic_air_gr #COVID19 CUSTOMER SERVICE NEEDED #smh https://t.co/a0cgEQydoe,customer service,0.0
431411,2020-08-04 16:19:00+00:00,@NancyBarney12 &gt;&gt; within 7 days with our Customer Care department via the same link. &lt;&lt;,customer service,0.516
374290,2020-01-07 15:12:52+00:00,@lolisefidari &lt;&lt;&lt; 7 days with our Customer Care department via the same link.,customer service,0.516
388899,2020-03-16 17:52:58+00:00,@KLM @KLM_UK @FlyLoganair 24/7 customer service ? are you sure ?,customer service,0.535
25025,2020-03-14 20:51:00+00:00,"@sarahholt13 Hi, please contact Customer Relations https://t.co/vyMicPHcpX. /Jack",customer service,0.0
35323,2020-03-14 20:51:00+00:00,"@sarahholt13 Hi, please contact Customer Relations https://t.co/vyMicPHcpX. /Jack",customer service,0.0
228944,2020-04-27 11:58:03+00:00,My current @Ryanair customer experience https://t.co/g1n5NUyPh7,customer service,0.0
26640,2020-03-12 19:13:57+00:00,"@IvanhDeejay I don't have any information about the reason for the divertion. If you're affected by it, then please get in touch with Customer Relations (https://t.co/5MOFLYElac). /Ted",customer service,0.0
36938,2020-03-12 19:13:57+00:00,"@IvanhDeejay I don't have any information about the reason for the divertion. If you're affected by it, then please get in touch with Customer Relations (https://t.co/5MOFLYElac). /Ted",customer service,0.0
70823,2020-07-13 17:00:46+00:00,"@LiamE016 @lufthansa Contact the ceo's email, customer service will help you when you contact to this email.
carsten.spohr@dlh.de",customer service,0.40299999999999997
566377,2020-08-25 12:27:32+00:00,"@Fly_Norwegian still no response from you on my refund, do you have any customer service????😡😡",customer service,0.0
90152,2020-10-28 20:12:54+00:00,@idekmic @Flight_Refunds @lufthansa @LH_InTouch This is Lufthansa5* Service No Care about there passenger s,customer service,0.615
95301,2020-01-29 17:16:18+00:00,"@livingbyyyz @TorontoPearson @Airbelgium @British_Airways @FlairAirlines @nolinoraviation @WestJet ok, now that is customer service and awesome",customer service,0.672
347013,2020-03-18 03:22:22+00:00,@thezoo54 @airfrance @airfrance We need a response.  The way you are treating customers is unacceptable.  Give us a full refund.,customer service,0.474
88083,2020-09-11 08:34:17+00:00,"@lufthansa Hi,
I'm trying to check-in my fly.

Your customer service do not respond.",customer service,0.0
307794,2020-03-14 09:56:34+00:00,@tokehanghj Please call our Customer Service for information about your specific booking.,customer service,0.0
315787,2020-07-20 15:56:25+00:00,@jo_opinion1 Please call our Customer Service and they will have a look at your booking: https://t.co/b3QIqPk7bj,customer service,0.0
314294,2020-06-12 11:30:09+00:00,@susieislittle Please call our Customer Service and they will have a look at your booking.,customer service,0.0
315716,2020-07-21 16:39:31+00:00,@kartikarctic Please call our Customer Service and they will have a look at your booking. https://t.co/b3QIqPk7bj,customer service,0.0
317569,2020-08-17 15:35:10+00:00,@KrishThomassen Call our Customer Service and they will have a look at your booking. https://t.co/b3QIqPk7bj,customer service,0.0
320308,2020-10-06 12:57:49+00:00,@arnevt Then call our Customer Service and they will have a look at your booking. https://t.co/b3QIqPk7bj,customer service,0.0
311874,2020-05-18 19:06:04+00:00,@giuliaccia Please call our customer service so they can look into your booking///Petra,customer service,0.0
307068,2020-03-16 11:05:10+00:00,@CDissapointed  Please call our customer service so they can take a look at your booking.///Petra,customer service,0.0
316246,2020-07-13 17:41:14+00:00,@Catternova Please call our Customer Service and they will have a look at your booking: https://t.co/b3QIqPk7bj,customer service,0.0
308980,2020-03-04 17:52:42+00:00,@niall_hyland Please call our Customer Service and they will have a look at your booking: https://t.co/b3QIqPk7bj,customer service,0.0
307478,2020-03-15 09:59:18+00:00,@808sverige Please call our Customer Service and they will have a look at your booking.,customer service,0.0
307030,2020-03-16 13:34:49+00:00,"@CDissapointed  Hi, please call our customer service so they can take a look at you booking//Petra",customer service,0.0
315974,2020-07-17 10:24:02+00:00,"@zebra9780 There is no such e-mail, so please call our Customer Service and they will have a look at your errand.",customer service,0.0
307792,2020-03-14 09:59:06+00:00,@NickBarnets Please call our Customer Service and they will have a look at it.,customer service,0.0
68474,2020-07-21 06:35:44+00:00,No response from customer support !!! Can you please help me regarding this ??? @Lufthansa_India @lufthansa https://t.co/yVA5AfATgs,customer service,0.73
308230,2020-03-13 07:50:35+00:00,"@graceelizacain Hi!
Please call Customer Service to get further help.
Best regards, Kevin.",customer service,0.5920000000000001
308231,2020-03-13 07:49:58+00:00,"@Madsebasse Hi!
Please call Customer Service to get further help.
Best regards, Kevin.",customer service,0.5920000000000001
309016,2020-03-04 08:29:57+00:00,"@DrHelenHanna Hi!
Please call our Customer Service for further assistance.
Best regards, Kevin.",customer service,0.5920000000000001
379973,2020-02-10 16:54:58+00:00,@thibautthomas @KLM Customer service / experience done right ✅,customer service,0.0
315710,2020-07-21 17:03:32+00:00,"@Do_Keiner Yes, I think you have to, but you can always call our Customer Service and they will check if that is the case or not.",customer service,0.0
321479,2020-01-09 21:59:14+00:00,"@Timothy95697251 Please, keep in contact with our customer service team for any further assistance you might need. Regards.",customer service,0.0
326331,2020-03-08 21:59:49+00:00,"@PointusBlankus Please, contact our customer service team for any further assistance you might need: https://t.co/gI6Ov6H2aB",customer service,0.0
247278,2020-06-26 14:15:02+00:00,@CluanThe @Flight_Refunds @easyJet Very true - thing is on their system they said they had ‘refunded’ me in April. Even @Ryanair have better customer service,customer service,0.495
496185,2020-06-26 14:15:02+00:00,@CluanThe @Flight_Refunds @easyJet Very true - thing is on their system they said they had ‘refunded’ me in April. Even @Ryanair have better customer service,customer service,0.495
323171,2020-02-07 18:27:19+00:00,@vueling is the head of  customer service department aware of what they are managing?,customer service,0.0
325770,2020-03-12 14:42:53+00:00,@daniel_tejada_ @vueling Awesome customer service,customer service,0.672
20001,2020-03-23 21:22:53+00:00,@jonathanpaul999 For Customer Relations please go to https://t.co/vyMicPHcpX. /Jack,customer service,0.0
30298,2020-03-23 21:22:53+00:00,@jonathanpaul999 For Customer Relations please go to https://t.co/vyMicPHcpX. /Jack,customer service,0.0
157952,2020-07-28 08:13:46+00:00,@ClaireWileman @British_Airways Great customer services then.,customer service,0.672
186230,2020-10-27 20:30:12+00:00,"@British_Airways Doesn’t help too much when you can’t get through to your customer service team, or use your app.",customer service,0.474
300870,2020-01-07 09:28:40+00:00,"@OurWeeklyHeroes  That is not possible via phone, perhaps you can call if you or anyone else can call customer service and help him//Petra",customer service,0.474
34229,2020-03-16 12:29:05+00:00,@Lufthansa how can I get contact customer services???,customer service,0.0
77522,2020-02-13 17:16:51+00:00,@lufthansa Please contact me. I can't get through to your customer service.,customer service,0.0
280065,2020-09-22 19:51:56+00:00,@Ryanair how do you contact your customer services?,customer service,0.0
23932,2020-03-16 12:29:05+00:00,@Lufthansa how can I get contact customer services???,customer service,0.0
349765,2020-03-07 09:13:13+00:00,Now @airfrance customer contact number is not even recognised!!!,customer service,0.39399999999999996
498978,2020-06-24 17:53:47+00:00,@easyJet Still haven’t been able to get through to Customer Services today. Can you help?,customer service,0.0
485270,2020-05-27 16:59:10+00:00,Anyone been able to get through to @easyJet customer service line?,customer service,0.0
80999,2020-08-22 03:28:59+00:00,"@Lufthansa_USA @lufthansa Please reply to my concerns, your customer care plan s not helpful.",customer service,0.516
352561,2020-04-10 23:21:43+00:00,@Airfrance I need customer care to contact me.,customer service,0.516
165849,2020-08-28 12:27:50+00:00,@British_Airways I have been trying to get through to customer service but no one answers. I have an issue on my vouchers. Who/How do I get through to you,customer service,0.0
113946,2020-02-18 18:10:02+00:00,@UnitedAirlines_ how about some customer service advice for @British_Airways ?,customer service,0.0
288582,2020-10-20 20:52:15+00:00,@Ryanair do you ever get back to your customers 😡,customer service,0.0
82144,2020-08-15 14:08:37+00:00,Still no answers. Is that customer service? @lufthansa,customer service,0.0
549179,2020-03-16 18:17:07+00:00,@BryceDa02715439 @Fly_Norwegian that is not an explanation.  Is this what you call customer service?,customer service,0.0
170371,2020-08-24 21:15:54+00:00,@tednicholas71 @VirginAtlantic @British_Airways @VirginAtlantic customers https://t.co/MItBqkx4ll,customer service,0.0
467707,2020-03-29 15:16:35+00:00,@easyJet's customer service. https://t.co/erlhGgNrCx,customer service,0.0
405763,2020-05-14 11:11:35+00:00,@klmdontrefund @KLM @EU_Commission Not this customer they can’t!,customer service,0.0
501694,2020-06-22 15:10:21+00:00,@easyJet @easyjet @easyJet_press 😴😴😴 Response? Customer service? Are these in your vocabulary?,customer service,0.0
262570,2020-07-25 15:37:25+00:00,@ChiefEditorMG @reddkatt @glassha14265191 @Lord_Sugar @Ryanair Not at other people’s / customers expense.🤔,customer service,0.0
81301,2020-08-20 07:48:33+00:00,@mroach @lufthansa Customer 'service'??? ;-(,customer service,0.0
487970,2020-05-25 20:21:36+00:00,@easyJet And your customers refunds?,customer service,0.0
251143,2020-06-23 06:27:00+00:00,Are there any @Ryanair customers out there who can say the same? #RefundPassengers https://t.co/QG3qw0Eijy,customer service,0.0
79458,2020-02-02 14:55:18+00:00,@lufthansa Only if I can get to Lufthansa’s customer relations.,customer service,0.0
127908,2020-04-28 16:19:56+00:00,@fekker @British_Airways I will call customer services.,customer service,0.0
134199,2020-05-30 22:24:11+00:00,@BristolBeckster @British_Airways @Defencebrief Why will you do this for some customers and not all @British_Airways ?,customer service,0.0
558475,2020-04-02 08:35:52+00:00,@Fly_Norwegian @deiamartiny @Fly_Norwegian How many customers have you refunded? None?,customer service,0.0
218222,2020-03-23 12:11:29+00:00,"Customer Update, 23 March: https://t.co/BvW0i1h2Y2",customer service,0.0
275013,2020-09-28 11:35:44+00:00,@Ryanair over 90% of customers have their refund. Really?,customer service,0.0
370641,2020-01-28 16:33:39+00:00,"@KLM Yes. Thanks. That price is what was told to me over the phone, by the way.",price,0.0
215979,2020-03-25 16:48:57+00:00,We’re seeing @Ryanair and @TheBig_Easy-like prices in the US.. https://t.co/FHIxrUvhQY,price,0.0
107157,2020-02-25 09:08:23+00:00,@jellis0692 @British_Airways The price is the price,price,0.0
136111,2020-05-29 13:28:58+00:00,@1anMackie @British_Airways Their prices are extortionate.,price,0.0
167016,2020-08-27 16:24:08+00:00,@British_Airways Can you at least give me the price for the flights? - using about 80k avios.,price,0.0
529707,2020-09-14 15:33:16+00:00,@easyJet Is it the same price at the airport?,price,0.0
109204,2020-02-23 14:05:03+00:00,@British_Airways but I just want to know the prices 😭,price,0.39399999999999996
350572,2020-03-03 11:44:54+00:00,"Even when I tried to use said @airfrance to compare prices for a trip, it did not work.",price,0.0
273577,2020-09-29 18:59:25+00:00,"@Ryanair Remember this!
You'll be charged 100x the value of my #refund 
Just remember!!",price,0.545
490,2020-01-26 17:09:54+00:00,@TOTPINYC @FlySWISS @staralliance @lufthansa @bezalelsm Did you check the published prices ?,price,0.0
12649,2020-01-26 17:09:54+00:00,@TOTPINYC @FlySWISS @staralliance @lufthansa @bezalelsm Did you check the published prices ?,price,0.0
6469,2020-01-26 17:09:54+00:00,@TOTPINYC @FlySWISS @staralliance @lufthansa @bezalelsm Did you check the published prices ?,price,0.0
543730,2020-01-03 16:47:58+00:00,@Fly_Norwegian It doesn't change the price though,price,0.0
262119,2020-07-26 00:54:11+00:00,@randomname17386 @gbdixor @Lord_Sugar @Ryanair I just said I’ve already booked. Same price,price,0.0
246937,2020-06-26 19:27:50+00:00,@TangerineTopic @Ryanair @MartinSLewis @SimonCalder We are considering that now. If only @Ryanair were like @easyJet who paid up relatively easily.,price,0.0
495836,2020-06-26 19:27:50+00:00,@TangerineTopic @Ryanair @MartinSLewis @SimonCalder We are considering that now. If only @Ryanair were like @easyJet who paid up relatively easily.,price,0.0
403936,2020-05-21 02:05:34+00:00,@jetpeter1 @GazMcIntyre @XPlaneOfficial @KLM @KLM_UK Thanks. Might actually be in my price range. Where are your graphics settings in XP11 to 70FPS?,price,0.0
403441,2020-05-22 13:44:33+00:00,@roboldham94 @chewybabas @KLM @KLM_UK @AirFranceKLM Be aware the £25 fee is only for cases with value of up to £300.,price,0.444
103509,2020-01-19 14:35:46+00:00,@British_Airways I haven't booked yet I just want to know how much of the money I would get back on economy standard tickets,price,0.17800000000000002
474034,2020-04-28 09:49:28+00:00,"You remember @easyJet used to charge £20 per bag?
but when there's a #Pandemic it costs 99p. https://t.co/3iHWXwmWGf",price,0.0
418694,2020-06-01 06:13:12+00:00,@KLM What's the price of these masks by klm?,price,0.0
206422,2020-02-22 22:18:46+00:00,"Don't know why people complain, @Ryanair is great, just keep paying and you'll get there,no problem!",price,-0.41200000000000003
377937,2020-02-15 11:44:19+00:00,@nige71 Have you tried checking your options via this page https://t.co/duMz7RbCVC? We also value your feedback on this matter.,price,0.324
487995,2020-05-25 19:27:40+00:00,@easyJet are you aware of a glitch on your system? I was expecting a price increase but not this much 🙈 https://t.co/sbEtJQ0ICE,price,0.365
140127,2020-05-26 07:48:33+00:00,@British_Airways Tried again just now. The price has gone up again! 😱😂 https://t.co/ESBFqDKHbk,price,0.0
111785,2020-02-20 21:35:53+00:00,@annomalleybaker @British_Airways Do @British_Airways price match then???,price,0.0
455677,2020-02-22 19:47:53+00:00,"@wreek What compensation are you looking into, Rick? Thanks, Jamie✈️",price,0.0
385442,2020-03-22 03:49:46+00:00,@axeff &gt;&gt; You can find these conditions in My Trip: https://t.co/t8yCQWFQo4 at ‘Trip details’ &gt; ‘Show fare conditions’. &gt;&gt;,price,0.0
244357,2020-06-29 12:46:45+00:00,@Ryanair do you want to respond regarding these price discrepancies? #CustomerService #CustomerExperience #Ryanair #ryanairrefund,price,0.39399999999999996
198939,2020-01-18 03:12:42+00:00,@WSJ Blasphemy! @united or @Ryanair pay for this study or what?,price,-0.583
323376,2020-02-04 17:58:39+00:00,"@Cardiff_Airport @vueling Special?

You can say that again @Cardiff_Airport !

Certainly has a “special” price tag!

I’d call it a “rip-off”! @JeremyBrookman2",price,0.706
55085,2020-05-04 16:39:37+00:00,@lufthansa I need to know if I can parcel the payment,price,0.0
551194,2020-03-12 20:22:07+00:00,@mfariacastro @Fly_Norwegian I heard they were in financial troubles...,price,0.0
369809,2020-10-02 15:26:36+00:00,@sakthiv82530542 2/2 The amount of the fee varies depending on your trip. Please use our calculator via this link: https://t.co/40LxHci5eb to determine the fee for your trip. Let us know if you have further queries.,price,0.0
88254,2020-09-09 18:23:32+00:00,"@M_Enchanteur Hello, the charge depends on the route. All fees can be found via https://t.co/M21D6vvDHw. /Susi",price,0.0
238687,2020-05-26 11:20:26+00:00,@Ryanair Refund...or charge back with costs on top..your choice...its my next move,price,0.0
100424,2020-01-23 08:53:11+00:00,@Francis_Cade @British_Airways Christ! That's a disgrace! And an expensive one at that! Wouldn't recommend risking a @British_Airways  after seeing that,price,0.0
375115,2020-01-02 11:48:42+00:00,@WhatLastsLasts @KLM Always worth checking though!!,price,0.655
546767,2020-03-27 16:00:21+00:00,@ReallyJeffEvans @robscotingram @Fly_Norwegian Brilliant! Not. Are you aiming to get the money back through travel insurance?,price,0.0
167063,2020-08-27 15:58:57+00:00,@British_Airways Price hikes,price,0.0
307105,2020-03-16 09:37:00+00:00,@richyrich_92 Please call the place of purchase for information about your journey.,price,0.0
293663,2020-01-14 17:35:44+00:00,"How are these prices possible @Iberia? Do you have a report regarding your compensation of CO2 and related emissions and your pricing?

#ClimateEmergency #airtransport #airlines https://t.co/quxMnWjZxH",price,0.0
553446,2020-03-03 15:48:24+00:00,@marena_wilkin @Flight_Refunds @Fly_Norwegian Presently in same situation with same airline. Did you have to pay to reschedule? Looking for feedback so I can make decision.,price,-0.259
217097,2020-03-24 14:52:34+00:00,"@Ryanair Look @Ryanair , @EE still manages to pay their staff. Why can’t you? https://t.co/Vl9tHy5vBf",price,-0.41200000000000003
548407,2020-03-18 14:11:05+00:00,"@benstaker @TheFloralLabel @Dobby_1979_ @tasnimkoussar @Tosif03 @CalvinKarpenko @foreignoffice @FCOtravel @Fly_Norwegian @BorisJohnson @EmiratesSupport @emirates @Travel_Up @FCO @DailyMailUK @guardian @BBCNews @BBCWatchdog @MartinSLewis Hey, watch out for that...there are fees for that. Mine were a lot.",price,0.0
484685,2020-05-28 09:12:08+00:00,"@cisseba @easyJet I meant that if it’s pick day...you have to pay a difference. Indeed, I didn’t believe that “free to change”. My advice: look for more date and compare the price.",price,-0.18899999999999997
515750,2020-08-25 08:23:10+00:00,@ColinBell2505 @easyJet They can up the price after you’ve bought your seat?!,price,0.0
240610,2020-05-24 17:53:38+00:00,@Ryanair PAY YOUR CUSTOMERS THEIR REFUNDS!,price,-0.583
497105,2020-06-25 18:54:09+00:00,@easyJet ....oh dear....yet another paying customer ignored!! https://t.co/9jowIjJWa6,price,-0.583
45413,2020-04-15 09:27:51+00:00,"@lufthansa Is the booking tariff the travel class? i.e. “Economy Light, Economy Flex” etc.",price,0.0
40670,2020-04-15 09:27:51+00:00,"@lufthansa Is the booking tariff the travel class? i.e. “Economy Light, Economy Flex” etc.",price,0.0
98227,2020-01-26 09:49:20+00:00,"@bladeclubber @British_Airways I'd guess somewhere long, premium and heavy. LAX, SIN? Who knows?",price,0.0
26198,2020-03-13 10:23:44+00:00,@inflightvideo @lufthansa Apparently Priceline had a 16hr wait!! 😳,price,0.0
36496,2020-03-13 10:23:44+00:00,@inflightvideo @lufthansa Apparently Priceline had a 16hr wait!! 😳,price,0.0
443166,2020-01-25 21:32:19+00:00,"@geoff_wiv_a_g Prices can change as they are on a dynamic system, Geoffrey. It depends on route and availability and the time of the booking as they can go up as well as done. Thanks, Jamie✈️",price,0.271
205324,2020-02-23 18:41:14+00:00,@Maxtropolitan @Ryanair Other than charge fees for everything? This: https://t.co/hqgOYIqhDa,price,0.0
373982,2020-01-09 00:23:34+00:00,@HiiRobert @ChunhuaMs @jmwhite2 @DrBirute @putzelmann @IPBES @Europarl_EN @EUCouncil @EUEnvironment @EUClimateAction @NLintheUSA @NLinGeneva @RSPOtweets @wto @anticorruption @ilo @EUAgri @Green_Europe @IUCN @UNBiodiversity @UNBonn @NLinMalaysia @NLinB @NLinDeutschland @NLinJapanBiz @guardianeco @sarawak_report @AssaadRazzouk @Konecna_K @RainforestNORW @HuffPostGreen @WIRED @WIREDScience @KLM @WHO @IEA @NLinIndonesia @NLinIndia @COP21 @COP22 @COP23 @COP24 @COP25CL @SDG2030 @FAOSDGs @BarackObama @darrelwebb They do and the market is price sensitive. And they have specific preferences in specific regions. Can we globally afford NOT to require sustainable production?,price,0.0
277831,2020-09-24 13:22:44+00:00,"@Ryanair Constant back and forth, until I mention that I’ve already done as you’ve asked?! Where’s our money @ryanair https://t.co/f3hAUqVlIN",price,0.0
242024,2020-05-23 17:28:52+00:00,@ShavingStation @Ryanair Already done. I will pay more if necessary and use others as a matter of principle.,price,0.0
220330,2020-03-20 23:35:12+00:00,@JohnahurleyJohn @Ryanair What a disgrace. I checked it there and same thing. No change fees my a*s. They just up the price if you are changing it. 3 times the price. #Covid,price,0.0
518373,2020-08-21 15:54:30+00:00,"@NottHelen @easyJet Well, it's expensive for me, considering the price went up from £78 already from original booking",price,0.315
381051,2020-02-07 10:05:30+00:00,@ahj_in_sf Hello. Please know that it will depend on your ticket conditions if a refund is possible. You can find these conditions in My Trip: https://t.co/t8yCQWFQo4 at ‘Trip details’ &gt; ‘Show fare conditions’. &gt;&gt;&gt;,price,0.0
387689,2020-03-18 07:07:24+00:00,@cat_cro Please know that it will still depend on your ticket conditions if a refund is possible. You can find these conditions in My Trip: https://t.co/t8yCQWFQo4 at ‘Trip details’ &gt; ‘Show fare conditions’. &gt;&gt;,price,0.0
290811,2020-10-17 14:03:22+00:00,@Ryanair You still can't tell me the date you paid it back to my bank!,price,-0.41200000000000003
50671,2020-05-23 06:31:09+00:00,"@pkumarnm87 @Flight_Refunds @LUFTANSA1 @lufthansa Check into @Flight_Refunds , there could be compensation on this, as well as the refund...",price,0.0
395772,2020-04-17 06:09:28+00:00,@lindavanderwijk @KLM @MarriottBonvoy What's the expectation normally in this type of economic situation; will my points be worth more or less when the travel restrictions get lifted?,price,0.0
265167,2020-08-28 09:40:48+00:00,@SarahJaneWhit15 @Ryanair Just pay the fee,price,-0.583
210176,2020-02-15 19:50:22+00:00,"@trainchris @Ryanair I've never had an issue with them either , people need to understand you get what you pay for, pay for 15kgs and that's what you get. People want everything for nothing",price,0.0
203354,2020-02-27 22:58:22+00:00,@artgriffin4920 @Ryanair Do you know the fee for changing flights?,price,0.0
